id,date,NH4,BSK5,Suspended,O2,NO3,NO2,SO4,PO4,CL
10,15.05.2013,0.1,1,5,7.3,6.5,0.11,33.1,0.29,21.5
10,11.06.2013,0.073,3.15,9,8.5,1.4,0.04,42.3,0.11,18.2
10,09.07.2013,0.072,5,13,10.8,0.54,0.011,43.05,0.2,21.1
10,06.08.2013,0.068,1.36,6,9.1,0.04,0.013,34.15,0.29,21.6
10,11.09.2013,0.08,9.7,5,18.6,1.13,0.42,22.13,0.28,24.6
10,08.10.2013,0.1,2.2,7,6.5,1.1,0.43,28.56,0.26,27.5
10,06.11.2013,0.12,6.7,5,6.82,0.62,0.012,42.03,0.2,30.4
10,03.12.2013,0.24,2.7,3,5.7,2.09,0.09,29.1,0.09,24.8
10,09.01.2014,0.08,3.75,3,8.41,8.78,0.045,37.98,0.29,32.4
10,04.02.2014,0.05,1.3,3,6.9,8.86,0.03,27.07,0.11,31.2
10,17.03.2014,0.09,4.4,8,8.1,4.4,0.15,18.2,0.37,17.9
10,10.04.2014,0.1,9.4,11,10.3,3.99,0.03,33.13,0.03,26.4
10,29.04.2014,0.1,0,10,5.6,1.8,0.05,31.4,0.05,27.3
10,05.06.2014,0.13,6.3,5,9.35,1.2,0.05,41.75,0.16,23.02
10,15.07.2014,0.03,8.4,6,5.29,0.04,0.04,23.7,0.06,20.48
10,15.08.2014,0.18,8.8,4,4.36,8.6,0.07,17.8,0.25,40.9
10,28.08.2014,0.17,10.9,6,7.48,11.7,0.02,30.7,0.32,26.1
10,15.10.2014,0.17,5,7,6.8,0.097,0.03,30.3,0.11,32.3
10,26.11.2014,0.15,4.2,12,7.8,1.1,0.17,41.62,0.35,32.4
10,15.12.2014,0.13,2.5,6,5.9,1.4,0.08,28.69,0.07,24.5
10,28.01.2015,0.13,5.1,5,8.41,1,0.04,43.1,0.28,42.1
10,27.02.2015,0.19,3.1,6,8.41,1.1,0.07,21.96,0.26,23.69
10,24.03.2015,0.19,4.4,9,11.5,4.1,0.1,23.5,0.02,43.9
10,15.04.2015,0.15,5.3,6,10.3,2.5,0.11,29.63,0.05,30.71
10,13.05.2015,0.11,6.6,10,4.36,8,0.07,30.04,0.23,33.34
10,10.06.2015,0.15,8.4,12,5.4,2.1,0.14,24.24,0.33,21.94
10,09.07.2015,0.07,9,9,11.2,1.9,0.05,22.9,0.1,31.6
10,11.08.2015,0.14,2.9,15,6.7,2.1,0.08,47.7,0.15,30.36
10,21.09.2015,0.21,6.2,9,6.7,2.3,0.28,33.7,0.24,32.1
10,06.10.2015,0.15,4.4,8,7,0.94,0.03,33.7,0.2,27.2
10,03.11.2015,0.1,3.2,6,6.7,1.9,0.06,37.7,0.38,43.9
10,08.12.2015,0.19,5.6,8,10.2,2.2,0.03,31.1,0.16,38.4
10,27.01.2016,0.81,4.3,5,8.7,7.4,0.1,37.7,0.9,29.83
10,01.02.2016,0.8,4.1,8,8.6,6,0.09,36.5,0.93,28.9
10,23.03.2016,0.065,0.8,9,6.7,2.8,0.07,28,0.17,31.3
10,21.04.2016,0.29,4.4,7,7.8,1.56,0.06,42.5,0.21,36.3
10,11.05.2016,0.17,3.2,9,8.7,1.1,0.06,31.4,0.16,33.7
10,08.06.2016,0.14,1.9,10,6.3,6.3,0.43,45.9,0.77,31.6
10,07.07.2016,0.16,1.8,11,8.7,1.7,0.074,25.9,0.3,27.8
10,25.08.2016,0.14,7.2,9,7.1,0.63,0.86,40.7,0.54,32.5
10,14.09.2016,0.01,8.2,12,9.1,9.1,0.43,47.5,0.33,36.9
10,24.10.2016,0.11,2.8,10,8.5,1.24,0.06,31.2,0.27,38.6
10,22.11.2016,0.36,4.3,7,9.1,2.4,0.08,48.7,0.66,42
10,20.12.2016,0.95,2.7,6,8.6,5.3,0.05,33.1,0.06,32.3
10,18.01.2017,0.24,2.1,5,7.5,4.4,0.04,44,0.27,38.5
10,17.02.2017,0.41,2.2,4,8.8,3.8,0.08,41.4,0.31,39.3
10,21.03.2017,0.27,2,8,12.2,2.6,0.28,25.6,0.21,42.8
10,19.04.2017,0.16,5.2,6,6.9,0.98,0.07,39,0.17,26.7
10,17.05.2017,0.17,10.6,12,7.2,2.13,0.15,42.7,0.22,35
10,21.06.2017,0.11,3.8,11,7.2,0.19,0.088,53.7,0.24,34.9
10,06.07.2017,0.13,3.54,12,4.2,0.04,0.08,54.8,0.38,43.7
10,26.07.2017,0.15,4.7,10,9.4,0.73,0.06,51.1,0.67,62.9
10,18.08.2017,0.57,5.2,8,8.1,1.8,0.04,52.4,0.21,40.8
10,07.09.2017,0.15,2.5,9,4.9,0.67,0.12,44.9,0.6,42.5
10,23.10.2017,0.05,7,12,6.9,2.02,0.079,45.9,0.45,53.2
10,23.11.2017,0.37,3.9,8,11.3,1.2,0.04,35.2,0.35,37.2
10,12.12.2017,0.27,6.8,6,8.6,0.59,0.02,40.5,0.027,44.3
10,17.01.2018,0.24,1.3,4,7.95,1.79,0.011,38.4,0.19,44.3
10,12.02.2018,0.11,2.2,11,9.5,2.59,0.044,39.4,0.21,52.6
10,13.03.2018,0.38,2.5,14,7,2.3,0.022,33.1,0.74,44.3
10,17.04.2018,0.28,9.7,8,15.2,0.08,0.86,53.8,0.05,42.5
10,15.05.2018,0.11,3.8,11,6.8,1.3,0.17,44,0.54,34.3
10,06.06.2018,0.02,5.6,19,11.4,0,0.12,41,0.43,38.6
10,04.07.2018,0.48,3.8,8,9.3,0.08,0.08,32.4,0.55,42.04
10,21.08.2018,0.22,15,15,14,0.26,0.022,25.6,0.17,39.5
10,17.09.2018,0.28,5.4,6,6.5,0,0.08,59.2,0.36,42.5
10,17.10.2018,0.41,4.1,11,8.6,0.97,0.1,24.3,0.94,52.7
10,14.11.2018,0.5,3.4,5,7.4,1.8,0.18,25.8,0.1,39.6
10,11.12.2018,0.19,6,7,9.2,2.14,0.2,40.6,0.6,37.8
10,23.01.2019,0.25,3.4,7,7.4,1.47,0.033,17.5,0.5,24.2
10,19.02.2019,0.49,6.2,5,9,0.15,0.49,31.1,0.41,47.6
10,21.03.2019,0.25,6.8,5,14.7,2.9,0.086,33.7,0.1,41.8
10,16.04.2019,0.24,3.7,4,7.7,0.3,0.1,45.8,0.19,34.2
10,20.05.2019,0.05,5.2,4,7.1,2.65,0.05,25.5,0.2,38.4
10,12.06.2019,0.29,4.8,4,6,0.62,0.29,34.16,0.56,27.3
10,10.07.2019,0.21,4.42,12,10.9,0.35,0.14,30.5,0.019,36.8
10,07.08.2019,0.34,5.5,8,14.1,0.25,0.037,33.3,0.39,35.9
10,11.09.2019,0.37,8.2,25,9.2,0.55,0.051,31.7,0.41,34.17
10,23.10.2019,0.27,3.8,18,17.9,0.4,0.038,18.9,0.29,39.3
10,12.11.2019,0.075,2.4,8,19.1,1.7,0.04,19.5,0.08,24.8
10,10.12.2019,0.81,3.2,5,16.6,2,0.084,14,0.39,36.6
10,14.01.2020,0.25,5,8,14.8,1.6,0.1,31.2,0.14,36.6
10,04.02.2020,0.17,3.6,5,9.4,4.4,0.11,17.8,0.032,38.92
10,04.03.2020,0.2,4.8,5,10.7,3.2,0.061,32.9,0.12,40.6
10,07.04.2020,0.3,4.9,4,7.85,2.21,0.22,40.9,0.13,53.3
10,06.05.2020,0.4,4.1,5,8.5,0.44,0.07,31.2,0.26,48.4
10,10.06.2020,0.28,6.4,9,7.7,0.42,0.034,32.5,0.14,68.25
10,07.07.2020,0.14,4.8,4,14.4,0.41,0.027,26.1,0.1,47.4
10,12.08.2020,0.47,2.4,20,12.6,0.51,0.027,34.9,0.18,38.9
10,16.09.2020,0.2,5.6,9,8,0.79,0.077,42.4,0.1,40
10,07.10.2020,0.47,5,10,6.8,0.74,0.04,25.9,0.34,64.3
10,04.11.2020,0.23,4.2,5,6.2,1.65,0.071,35.6,0.24,33.8
10,09.12.2020,0.35,3.6,10,11,3.33,0.143,34.1,0.24,43.7
10,29.01.2021,0.29,4.4,,8,1.79,0.09,,0.15,
10,17.02.2021,0.49,3.8,,7.2,4.68,0.092,,0.34,
10,17.03.2021,0.6,3.8,6,10.8,4.2,0.08,32.2,0.35,28.9
10,07.04.2021,0.16,4.8,6,15.7,4.79,0.117,36.69,0.035,50.6
11,21.06.2000,0.147,3.5,9.2,12.74,3.7,0.057,96,0.507,51
11,11.07.2000,0.097,1.72,6.4,14.44,0.74,0.022,103,0.54,55
11,29.08.2000,0.04,1.55,7.2,6.49,2.1,0.085,79,0.56,51
11,16.07.2001,0.132,1.18,5,9.16,1.8,0.046,52.48,0.28,43.16
11,10.08.2001,0,2.14,1.83,7.95,1.83,0.033,70.4,0.753,50
11,10.09.2001,0.034,1.24,0,6.72,3.75,0.06,108.2,0.505,55.7
11,09.07.2002,0.01,2.3,20,8.5,2.1,0.04,65,0.61,45
11,05.08.2002,0.105,1.34,7.5,10.12,2.02,0.011,58.2,0.52,48.7
11,03.09.2002,0.03,2.68,12.2,9.94,3.81,0.027,80,0.09,41.4
11,10.06.2003,0.009,2.9,7.6,13.23,0.75,0.017,117.2,0.012,55.3
11,10.07.2003,0.003,2.2,23,10.74,0.75,0.035,100.5,0.217,53.2
11,18.08.2003,0.032,1.3,38.5,6.28,2.16,0.048,101.8,0.395,45.6
11,09.07.2004,0,2.05,7.2,4.9,1.56,0.017,167.8,0.45,72.22
11,12.08.2004,0.031,2.3,7.8,6.5,1.95,0.032,168.9,0.42,72.8
11,29.09.2004,0.058,5.13,4.8,6.98,3.86,0.047,124.3,0.89,53.88
11,19.07.2005,0.011,1.29,26,6.59,3.73,0.034,96,0.57,56.16
11,12.08.2005,0,3.48,18.8,8.33,3.54,0.007,112,0.42,53.4
11,02.09.2005,0.043,1.64,0,10.1,2.91,0.042,65.9,0.74,37.91
11,13.07.2006,0.027,1.66,8.4,8.99,2.38,0.038,112.8,0.56,42.54
11,28.08.2006,0.032,1.72,24.8,8,2.89,0.04,122.3,0.58,57.25
11,28.09.2006,0,1.31,14.8,8.89,3.56,0.036,134.88,0.46,62.3
11,15.06.2007,0,1.56,0.4,8.42,0.58,0.027,131.04,0.5,60.9
11,23.07.2007,0.32,2.78,10,10.57,0.65,0.02,132.96,0.6,73.23
11,21.08.2007,0,2.07,7.2,5.92,1.6,0.049,64.8,0.68,73.2
11,02.06.2008,0.036,1.01,7.2,9.95,1.38,0.032,85.12,0.254,45.4
11,16.07.2008,0.001,2,7.2,8.07,1.72,0.045,102.7,0.47,56.7
11,26.08.2008,0,2.2,9.8,9.04,1.68,0.05,69.2,0.324,56.8
11,04.06.2009,0,2.3,22.4,8.08,0.42,0.022,58.84,0.261,58.8
11,06.07.2009,0.144,1.12,24.8,7.5,0.29,0.002,112,0.291,56
11,12.08.2009,0.073,1.71,21.6,5.88,3.95,0.03,99.2,0.517,55.3
11,04.06.2010,0.226,0.86,16.2,5.91,1.35,0.127,124.8,0.289,53.9
11,12.07.2010,0.036,0.55,1.6,6.59,2.82,0.042,76.8,0.535,41.12
11,13.08.2010,0.008,1.09,17.1,6.66,1.9,0.048,120.32,0.525,77.99
11,09.06.2011,0.049,1.78,3.6,9.69,2.56,0.053,147.2,0.259,60.97
11,07.07.2011,0.049,1.02,10.4,5.86,4.05,0.089,101.12,0.576,48.92
11,02.08.2011,0.049,1.32,8.6,4.17,1.03,0.03,123.52,0.512,61.68
11,05.06.2012,0.072,1.79,3.6,8.67,3.28,0.039,104.96,0.46,55.3
11,18.07.2012,0.2,6.59,29,7.22,1.67,0.026,100.5,0.522,52.46
11,06.08.2012,0,1.51,8.4,8.6,0.27,0.061,113.9,0.803,59.55
11,14.06.2013,0.098,1.97,4.8,5.22,2.7,0.086,89.6,0.212,46.09
11,05.07.2013,0,1.17,6.4,5.65,0.69,0.038,83.2,0.55,41.12
11,16.08.2013,0.02,1.68,0,11.09,0.73,0.024,115.2,0.454,60.97
11,01.06.2014,0.009,2.97,1.2,8.69,1.92,0.066,87.04,0.059,48.21
11,04.07.2014,0.091,1.24,5.2,7.04,0.98,0.062,81,0.51,48.92
11,01.08.2014,0.007,1.04,0,6.1,1.41,0.022,76.8,0.363,48.2
11,03.06.2015,0.037,3.73,18.8,12.32,0.4,0.039,105.6,0.315,59.56
11,15.07.2015,0,1.53,1.6,7.4,1.07,0.009,140.8,0.457,63.81
11,14.08.2015,0,1.63,0,7.21,1.05,0.012,135.7,0.198,60.5
11,06.06.2016,0.041,1.96,0,6.73,1.21,0.091,105.6,0.537,67.46
11,13.07.2016,0,2.16,1.8,8.74,1.01,0.038,108.8,0.548,70.2
11,11.08.2016,0.09,2.57,3.2,7.89,0.87,0.059,106.3,0.614,67.39
11,07.06.2017,0.063,1.23,4,6.95,1.07,0.016,140.8,0.291,65.28
11,04.07.2017,0.067,1.1,2.4,4.41,0.36,0.012,100.1,0.456,68.79
11,25.07.2017,0,1.33,14.8,6.56,0.38,0.016,128,0.532,68.79
11,08.08.2017,0.05,1.58,7.2,4.71,0.64,0.024,115.3,0.668,70.2
11,29.08.2017,0,1.62,2,5.79,0.74,0.016,113.48,1.169,68.09
11,07.06.2018,0.155,2.22,14,11.27,0.8,0.005,151.68,0.533,81.63
11,17.07.2018,0,0.79,12,4.15,1.42,0.021,154.88,0.841,68.95
11,14.08.2018,0.12,1.47,16,5.1,1.24,0.05,149,0.773,64.64
12,10.01.2000,1.5,1.5,9,15.2,7.4,0.32,37.6,0.06,36.7
12,01.02.2000,2.4,2.7,10,11.3,9.1,0.17,26.9,0.19,33.1
12,01.03.2000,0.51,4.8,15,10.9,9.1,0.4,42.5,0.06,32.2
12,04.04.2000,0.88,2.7,13,9,3.9,0.19,34.3,0.06,21.4
12,16.05.2000,0.89,5.2,14,5.8,3.2,0.48,22.9,0.54,25.9
12,05.06.2000,0.61,4.7,9,9.3,1.9,0.07,22.9,0.31,23.2
12,04.07.2000,0.41,6.6,12,7.1,2.6,0.39,28.6,0.73,15.2
12,01.08.2000,0.14,4.7,18,11.3,1.5,0.14,16.3,0.61,25.8
12,13.09.2000,0.18,5.7,10,8.1,2,0.05,13.9,0.38,25.9
12,05.10.2000,0.68,10.1,12,11,2.3,0.04,14.7,0.49,30.7
12,14.11.2000,0.6,4.4,8,9.5,3.5,0.04,37,0.13,36.6
12,18.12.2000,1.44,2.7,6,11.4,5.7,0.1,29.9,0.14,30
12,10.01.2001,0.65,3,9,12.1,7.1,0.35,29.6,0.65,26.8
12,13.02.2001,0.109,4.3,9,14,5.3,0.07,24.9,0.06,27.7
12,11.03.2001,0.33,5.7,12,12,6.3,0.08,21.8,0.02,26.8
12,10.04.2001,2.6,4.8,15,10.2,2.2,0.06,29.9,0.06,21.1
12,14.05.2001,1.22,5.4,12,12.4,1.2,0.02,36.9,0.2,21.9
12,05.06.2001,0.95,3.7,26,6.7,0.6,0.04,21.3,0.13,19.8
12,03.07.2001,0.1,4.9,17,6.8,1.7,0.16,43.8,0.46,22.8
12,06.08.2001,0.27,4.6,15,6.5,3.18,0.19,34.6,0.53,20.2
12,06.09.2001,0,3.5,11,7.1,3,0.14,25.3,0.32,21.1
12,15.10.2001,0.31,7.7,11,12.1,1.7,0.05,28.2,0,28.9
12,15.11.2001,0.26,7.4,9,16.1,3.9,0.03,20.3,0.02,28.1
12,11.12.2001,0.18,8.3,13,11.1,3.4,0.07,20.7,0.2,28.6
12,15.01.2002,0.75,3.3,9,7.4,7.2,0.04,25.6,0.32,32.4
12,05.02.2002,0.88,2.3,8,10.2,9,0.2,35.5,0.45,30.7
12,13.03.2002,0.37,10.2,27,15.2,2.7,0.06,32,0.06,31.6
12,09.04.2002,0.01,4.2,7,11.8,4.1,0.21,13.2,0.06,28.6
12,14.05.2002,0.23,6.4,6,4.6,2.2,0.22,24.7,0.6,23.7
12,12.06.2002,0.98,5.9,6,8.4,2,0.21,20,0.31,27.2
12,16.07.2002,0.25,12.5,13,10.1,2.9,0.06,15.6,0.35,27.2
12,13.08.2002,0.7,6.5,21,6.3,2.8,0.1,14.7,0.6,23.7
12,11.09.2002,0.44,13.7,21,5.3,0.74,0.14,18.4,0.92,29.8
12,01.10.2002,0.1,2.5,13,7.6,2.4,0.09,17.7,0.31,26.3
12,13.11.2002,0.7,1.4,11,7.2,2.8,0.15,16,0.86,28.4
12,05.12.2002,0.35,5.1,10,9.4,2.2,0.14,21.1,0.79,31.6
12,20.02.2003,0.37,3.8,12,9.8,5.3,0.26,29.6,0.52,25.4
12,25.03.2003,0.83,3.6,20,17.6,5.5,0.41,26.1,0.33,16.3
12,16.04.2003,0.32,5.2,14,13,2,0.17,23.1,0.4,23.2
12,13.05.2003,0.08,6.6,12,3.1,2.4,0.26,31.8,0.03,14.4
12,12.06.2003,0.53,5.5,14,6.8,1.6,0.14,22.2,0.18,16.2
12,03.07.2003,0.35,8.4,11,6.2,2.7,0.31,19.7,0.17,26.8
12,04.08.2003,0.1,5.3,12,6.5,1.4,0.14,15.3,0.5,26.9
12,03.09.2003,0.1,3.9,10,8.3,2,0.06,25.6,0.25,22.9
12,02.10.2003,0.71,1.5,9,5.6,1.7,0.48,18.1,0.27,27.3
12,11.11.2003,,1.3,8,6.8,2.3,0.18,42.1,0.07,37
12,09.12.2003,0.13,2,9,12.7,4.7,0.08,27.8,0.07,26.4
12,13.01.2004,0.16,1.7,7,7.4,6.4,0.16,60.7,0.06,29.1
12,10.02.2004,1.08,1.1,18,5.9,3.9,0.07,45.2,0.2,24.6
12,10.03.2004,0.43,3.5,11,13.3,8.7,0.23,84.8,0.09,29.5
12,15.04.2004,0.1,9.1,10,18.8,1.6,0.05,37.9,0.04,22.3
12,13.05.2004,0.64,5.9,11,7.2,2.5,0.2,41.2,0.53,33.9
12,08.06.2004,0.53,5.7,14,6.9,2.4,0.04,33.6,0.09,30.4
12,07.07.2004,0.73,10.1,15,1.9,6.47,0.58,37.8,1.07,49.1
12,30.08.2004,0.021,7.5,10,4.7,3.7,0.41,28.3,0.49,31.8
12,09.09.2004,0.31,4.1,16,4,3.8,0.09,29.2,0.29,31.8
12,14.10.2004,0.24,8.7,18,8.4,2.07,0.16,27.8,0.31,28.3
12,09.11.2004,0.13,4.8,14,8.1,8.1,0.02,47.5,0.13,28.4
12,07.12.2004,0.91,3.6,10,5.2,4.7,0.08,50.5,0.08,28.3
12,26.01.2005,0.35,3.2,11,16.2,37,0.08,38.3,0.12,30
12,22.02.2005,0.27,5.31,11,16.5,5.1,0.12,22.5,0.07,33.6
12,17.03.2005,1.96,9.1,7,16.2,6.1,0.32,31.8,0.04,31.4
12,05.04.2005,0.43,5.9,9,5.9,7.2,0.08,31.8,0.09,27
12,12.05.2005,2.94,5.3,9,9.3,1.4,0.05,36.7,0.09,20.8
12,09.06.2005,0.72,5.3,7,8.6,2,0.17,34.8,0.2,19.1
12,04.07.2005,0.52,5.3,13,5.3,0.1,0.14,26.2,0.07,24.3
12,25.08.2005,0.78,7.7,12,5.3,1.5,0.16,28.4,0.15,25.2
12,27.09.2005,0.83,5.3,10,8.1,1.7,0.11,29.5,0.2,28.7
12,24.10.2005,0.43,4.6,12,9.3,1.8,0.16,40.1,0.24,20.9
12,28.11.2005,0.57,4.9,24,7.7,3.2,0.06,34.1,0.14,24.1
12,13.12.2005,0.26,5.9,15,10.2,13.6,0.19,25.6,0.21,31.4
12,17.01.2006,0.42,3.4,10,11.9,7.7,0.15,30.9,0.1,32.2
12,13.02.2006,1.1,4.7,11,10.9,4.6,0.03,36.6,0.18,28.9
12,20.03.2006,0.41,1.5,11,12.6,7.6,0.12,21.9,0.06,37.6
12,11.04.2006,0.52,4,11,12.6,7.2,0.14,18.5,0.2,32.4
12,16.05.2006,0.69,5.8,19,9.4,0.6,0.19,26.3,0.42,26.3
12,06.06.2006,0.2,1.8,11,8.5,0.8,0.06,38.5,0.21,18.4
12,11.07.2006,0.21,5,6,6.9,2.9,0.24,41.8,0.24,22.8
12,07.08.2006,0.54,5.2,8,4.2,1.8,0.21,30.7,0.27,30.8
12,20.09.2006,0.25,5.6,10,5.6,1.6,0.03,32.1,0.19,21.9
12,23.10.2006,0.41,6.9,12,9.7,1.6,0.06,27.1,0.32,26.3
12,20.11.2006,0.62,7.8,9,18.1,2.5,0.35,40.2,0.26,22.8
12,11.12.2006,0.08,5.2,5,7.6,4,0.05,35.3,0.03,28
12,17.01.2007,0.07,5.6,14,11.2,4.9,0.15,28.2,0.1,27.1
12,19.02.2007,0.27,1.7,5,9.1,6.9,0.04,34.4,0.11,30.6
12,13.03.2007,0.22,6.9,8,12.5,4.8,0.11,34.4,0.14,24.3
12,17.04.2007,0.32,5.8,6,9.1,4.5,0.2,34,0.08,32.4
12,22.05.2007,0.81,4.2,9,4.5,1,0.07,30.5,0.13,30.6
12,19.06.2007,0.34,6,8,6.4,2.9,0.18,17.6,0.71,28.5
12,10.07.2007,0.53,4.5,20,6.4,0.66,0.06,18.1,1.15,22.8
12,14.08.2007,0.91,9.8,10,3,7,0.056,27.9,0.32,34.8
12,05.09.2007,1.26,9.1,7,7,1.6,0.21,20.9,1.46,32.7
12,11.10.2007,0.24,7.1,11,8.3,1.1,0.03,24.3,0.41,22.6
12,13.11.2007,0.6,5.7,11,9.8,4.7,0.22,14.3,0.06,38.3
12,11.12.2007,0.91,1.5,48,8.6,2.9,0.05,15.3,0.07,27.8
12,15.01.2008,1.7,3.7,10,8.9,5.4,0.37,23.8,1.2,36
12,08.02.2008,0.98,5.2,11,9.8,4.8,0.06,44.5,0.052,27.2
12,12.03.2008,0.29,6,13,10.09,2.2,0.044,39.1,0.08,26.3
12,02.04.2008,0.32,2.6,16.5,7.6,6.8,0.12,49.3,0.25,28.9
12,06.05.2008,0.31,1.9,7,5.4,0.99,0.047,28.7,0.18,28.6
12,04.06.2008,1.08,5.52,7.5,4.7,1.76,0.044,24.4,0.91,25.4
12,02.07.2008,0.96,3,13,3.78,12.04,0.441,26.5,1.25,27.58
12,07.08.2008,0.25,4.44,28.9,5.21,1.5,0.042,29.6,1.28,26.5
12,03.09.2008,0.3,2.8,11,5.9,3.47,0.07,27.6,0.62,28.3
12,08.10.2008,0.29,6.6,11,5.9,0.54,0.026,27.1,0.29,22.1
12,14.11.2008,0.26,4.6,8,8.1,8.1,1.5,31,0.44,29.1
12,02.12.2008,0.36,3.3,6,8.1,5,0.04,37.1,0.08,20.1
12,12.01.2009,0.25,1.2,13,9.2,9.55,0.14,34.1,0.162,28.4
12,07.05.2009,0.25,7.26,10,6.7,2.13,0.16,42.6,0.46,25
12,10.06.2009,0.23,4.04,6,3.4,1.31,0.035,34.6,0.6,28.4
12,07.07.2009,0.21,2.98,4,2.4,1.02,0.043,26,0.381,24.3
12,07.10.2009,0.52,4.4,8,8.4,2.35,0.056,34,0.499,28.8
12,12.05.2010,0.31,2,10,4,2.17,0.083,23.3,0.3,21.7
12,08.06.2010,0.42,3,10,4.9,2.44,0.021,46.4,0.4,20.8
12,07.04.2011,0.4,1.6,10,9.1,3.8,0.07,72.6,0.08,27.3
12,12.05.2011,0.26,8.3,8,9.7,1.03,0.074,70.8,0.024,24.7
12,05.07.2011,0.18,3.2,6,6,0.12,0.02,46.3,0.058,26.4
12,02.08.2011,1.27,6.9,12,4.4,1.28,0.53,18.8,0.56,31.7
12,08.09.2011,0.19,5.2,10,8.2,1.01,0.039,26.6,0.31,25.5
12,10.10.2011,0.95,4.7,9,6,2.59,0.22,19.9,2.62,42.2
12,13.03.2012,1.2,1.9,3,7.5,8.1,0.12,24.9,1.11,38.7
12,06.06.2012,1.2,8,9,6.5,7.4,0.44,23.4,0.22,39.6
12,05.09.2012,2.08,3.72,9,5.9,2.21,0.21,36.6,0.25,36.1
12,08.10.2012,0.18,6,8,5,2.4,0.079,37.5,0.38,37
12,19.03.2013,0.1,11.8,5,15.8,11.1,0.36,35.4,0.61,29.9
12,11.06.2013,0.061,7,13,4.03,2.8,0.1,33.9,0.23,23.4
12,07.08.2013,0.29,4.38,4,6.7,1.8,0.32,36.17,0.59,24.9
12,05.11.2013,0.15,3,6,6.5,1.62,0.17,41.62,0.38,27.3
12,12.03.2014,0.11,11.5,5,7.3,5.6,0.17,34.6,0.23,27.9
12,11.06.2014,0.11,12.9,12,5.92,2.6,0.1,32.19,0.24,27.31
12,02.09.2014,0.22,5.9,8,7.33,14.6,0.16,35.8,0.14,39.8
12,26.11.2014,0.13,3.6,9,7.8,0.97,0.03,31.11,0.23,24.8
12,25.03.2015,0.13,11.2,13,10.3,0.32,0.11,26.2,0.04,38.6
12,09.06.2015,0.11,8.6,9,4.8,2.6,0.1,41.49,0.4,27.2
12,10.09.2015,0.23,8.2,14,5.1,3,0.27,43.1,0.28,33.9
12,04.11.2015,0.24,5.4,8,9,2.6,0.075,44.3,0.05,42.1
12,22.03.2016,0.093,3.2,7,13.8,5,0.2,37.7,0.26,39.9
12,05.05.2016,0.26,5,5,5.6,0.19,0.02,32.3,0.18,26.3
12,13.09.2016,1.8,6.4,9,16.6,8.3,0.84,50.6,1.9,70.2
12,25.10.2016,2.87,4.4,14,7.8,3.86,0.32,39.9,0.43,50
12,22.03.2017,0.16,1.5,9,7.2,4.4,0.11,35.5,0.03,46.3
12,16.05.2017,0.13,6.4,14,5.3,1.36,0.05,41.1,0.19,40.2
12,06.09.2017,0.24,2.2,14,8.3,8.1,0.14,68.6,0.84,36.3
12,18.10.2017,0.13,8.3,9,6.68,1.22,0.009,50.3,0.23,24.8
12,13.03.2018,2.1,4.4,11,9.7,4.2,0.4,63.9,0.86,44.3
12,06.06.2018,0.9,8.6,16,4.3,0,0.91,60,0.4,78.3
12,17.09.2018,0.19,5.3,11,9.9,0,0.06,32.4,0.15,40.8
12,17.10.2018,0.33,3.7,7,7.1,0,0.1,20.2,0.49,35.7
13,11.07.2006,0.18,6.2,6,6.2,3.7,0.33,30.9,0.27,26.3
13,07.08.2006,0.54,8,7,4.2,1.8,0.23,31.1,0.32,31.2
13,20.09.2006,0.33,3.8,8,5.6,4.1,0.03,40.8,0.2,28
13,23.10.2006,0.28,6.5,6,11.27,1.3,0.03,27.8,0.32,27.1
13,20.11.2006,0.79,5.8,7,18.4,1.3,0.29,57.7,0.29,33.3
13,11.12.2006,0.11,4.7,11,6.6,6.5,0.35,32.8,0.17,33.3
13,17.01.2007,0.36,4.2,11,7.7,6.5,0.55,33.8,0.29,35
13,19.02.2007,0.28,7.7,9,12.6,10.1,0.09,38.5,0.17,35
13,13.03.2007,0.17,8.4,11,13.2,6.1,0.26,37.9,0.11,23.8
13,17.04.2007,0.25,5.8,6,7.7,6.1,0.24,33.1,0.21,27.1
13,22.05.2007,2.6,6.8,14,3.9,2.2,0.42,37.7,0.17,34.1
13,19.06.2007,0.56,10.7,11,6.4,9.3,0.41,35.9,0.32,37.6
13,10.07.2007,0.65,8.7,10,6.7,4.28,0.18,40.4,1.35,43.7
13,14.08.2007,0.2,8.4,6,3.9,6.1,0.43,24.5,0.21,34.8
13,05.09.2007,2.02,9.1,10,5.2,1,0.53,21.2,1.69,35.3
13,11.10.2007,0.31,4.7,11,6.1,1.9,0.15,21.7,0.86,26.1
13,13.11.2007,0.25,8.6,13,10.1,5.2,0.25,14,0.02,38.3
13,11.12.2007,1.27,5.2,29,7,6.4,0.29,22.1,0.043,42.7
13,15.01.2008,2.9,4.2,13,6.7,6.9,0.44,28.2,0.99,45.7
13,08.02.2008,0.95,6.4,10,10.7,6.2,0.21,50.9,0.075,36.89
13,12.03.2008,0.45,3.4,12,7.88,4.2,0.19,36.8,0.15,35.1
13,02.04.2008,0.37,1.4,10.5,6.5,9.8,0.33,62.7,0.24,32.5
13,06.05.2008,0.41,3.95,9,4.4,2.4,0.05,41,0.31,22
13,04.06.2008,0.49,5.37,6,5.4,4.3,0.34,33.2,1.49,30.7
13,02.07.2008,0.34,2.2,12,5.99,3.7,0.031,37.8,1.11,17.56
