id,date,NH4,BSK5,Suspended,O2,NO3,NO2,SO4,PO4,CL
3,15.05.2013,0.025,2,10.1,13.92,3.35,0.043,60.8,0.31,41.1
3,10.06.2013,0.086,1.87,12.4,7.26,2.03,0.036,51.84,0.17,34.03
3,04.07.2013,0,1.61,18.4,7.44,2.37,0.057,56.96,0.51,35.45
3,15.08.2013,0,1.93,3.2,7.53,2.39,0.018,70.4,0.46,42.54
3,03.09.2013,0.039,1.85,0,8.67,1.12,0.028,64.64,0.51,41.12
3,02.10.2013,0.069,2.13,0,10.6,3.07,0.037,44.8,0.38,34.03
3,07.11.2013,0.048,1.22,7.65,9.07,3.98,0.036,51.6,0.42,39
3,13.12.2013,0.06,1.32,0,10.96,3.94,0.021,94.3,0.28,57.1
3,14.01.2014,0,1.6,7.2,13.71,6.06,0.026,65.92,0.29,42.54
3,11.02.2014,0,1.25,6.4,13.47,9.29,0.02,71.04,0.15,43.2
3,24.03.2014,0.048,1.43,7.3,13.3,7.08,0.046,74.18,0.15,46.35
3,08.04.2014,0.1,1.2,3,13.3,1.97,0.09,78.86,0.037,46.9
3,13.05.2014,0.11,1.26,0,8.59,1.84,0.065,71.04,0.046,39.7
3,01.06.2014,0.015,2.45,18.8,8.69,3.18,0.1,60.8,0.065,52.46
3,04.07.2014,0.11,1.98,13,7.87,1.94,0.091,57.3,0.49,39.7
3,01.08.2014,0.15,1.31,5.6,7.81,2.46,0.018,45.4,0.36,38.3
3,03.09.2014,0.03,1.35,12.1,8.65,2.31,0.018,62.72,0.4,46.5
3,02.10.2014,0.071,1.28,0,10.3,3.01,0.039,46.08,0.32,38.87
3,04.11.2014,0.18,4.65,0,14.43,0.76,0.025,51.84,0.067,49.63
3,03.12.2014,0,1.91,0,14.76,4.96,0.033,65.28,0.31,45.38
3,20.01.2015,0.024,1.9,0,14.13,4.05,0.023,58.24,0.2,45.38
3,03.02.2015,0,1.92,0,13.24,0.93,0.037,67.84,0.12,48.21
3,06.03.2015,0,2.87,3.2,10.9,3.9,0.025,76.8,0,49.63
3,15.04.2015,0,6.64,18,11.76,0.59,0.033,69.04,0.012,42.54
3,20.05.2015,0.054,1.92,4.6,11.38,1.23,0.047,67.2,0.043,42.54
3,03.06.2015,0,2.14,16.4,7.11,2.24,0.03,71.68,0.55,44.67
3,15.07.2015,0.16,1.85,0,10.43,2.74,0.032,71.68,0.45,48.21
3,14.08.2015,0.024,1.28,0,8.64,2.14,0.024,75.3,0.46,46.17
3,01.09.2015,0,1.59,10.8,9.6,1.58,0.014,63.04,0.42,37.8
3,08.10.2015,0.162,1.9,0,9.86,1.12,0.012,65.92,0.074,36.87
3,04.11.2015,0,4.05,6,13.41,0.43,0.032,69.12,0.091,53.88
3,09.12.2015,0,2.27,12,10.19,4.01,0.087,79.36,0.168,56.01
3,14.01.2016,0,1.98,0,14.18,1.71,0.041,102.4,0.435,59.2
3,11.02.2016,0,1.92,5.6,12.83,3.11,0.036,96,0.348,52.31
3,14.03.2016,0.026,4.78,8.8,12.84,0.429,0.033,76,0.138,48.21
3,20.04.2016,0.135,2.66,17,8.79,3.82,0.015,90.88,0.164,48.87
3,11.05.2016,0,1.56,1,7.46,2.46,0.04,89.6,0.392,51.63
3,06.06.2016,0,2.23,0,8.09,1.8,0.02,82.56,0.42,48.19
3,13.07.2016,0.012,2.12,2.5,7.94,1.61,0.018,80.64,0.613,43.52
3,11.08.2016,0.1,2.83,4,8.73,1.81,0.022,83.9,0.703,49.14
3,05.09.2016,0,1.26,2,8.94,2.13,0.011,102.4,0.455,51.24
3,13.10.2016,0.26,0.98,0,9.1,1.42,0.046,96,0.43,49.14
3,01.11.2016,0.092,1.88,9,11.53,2.39,0.01,69.76,0.33,48.44
3,13.12.2016,0.33,2.45,6.2,12.71,1.83,0.043,97.6,0.29,51.95
3,23.01.2017,0,1.24,0.8,13.37,0.92,0.028,96,0.359,57.56
3,02.02.2017,0,1.22,0.8,13.97,1.03,0.026,89.6,0.467,59.34
3,15.03.2017,0.065,1.81,4.4,11.77,6.5,0.017,70.4,0.176,42.82
3,05.04.2017,0,6.87,7,12.14,0.84,0.011,71.04,0.014,47.73
3,15.05.2017,0,2.1,6,8.16,2.64,0.049,98.4,0.42,49.63
3,07.06.2017,0.042,1.06,10.4,7.65,2.43,0.012,96,0.54,45.63
3,04.07.2017,0.092,0.37,0,7.11,1.95,0.019,98.56,0.5,49.84
3,25.07.2017,0,1.63,0.4,6.59,1.05,0.01,99.84,0.065,51.94
3,08.08.2017,0.029,1.45,11.2,5.43,0.77,0.015,97.5,0.76,49.14
3,29.08.2017,0,1.3,3.2,6.95,1.58,0.012,95.82,0.7,52.65
3,05.09.2017,0,1.28,0.8,7.81,0.79,0.008,99.84,0.48,53.35
3,18.10.2017,0.012,3.36,0.4,10.34,1.22,0.01,102.4,0.673,55.86
3,14.11.2017,0.017,1.34,1.6,11.07,3.81,0.014,95.36,0.173,52.99
3,06.12.2017,0.116,1.43,0.8,10.27,4.62,0.021,83.2,0.435,52.99
3,10.01.2018,0,1.78,0,12.89,5.73,0.015,83.2,0.263,44.93
3,12.02.2018,0.058,2.47,0,14.43,4.59,0.015,94.5,0.391,51.55
3,14.03.2018,0.035,2.08,0,11.2,5.31,0.029,104.96,0.169,52.99
3,10.04.2018,0.064,4.12,3.2,12.39,1.08,0.02,97.92,0.04,50.13
3,22.05.2018,0.236,2.42,9.6,9.38,0.94,0.031,119.04,0.468,48.95
3,07.06.2018,0.106,2.63,13.6,12.79,1.59,0.006,115.2,0.533,55.85
3,17.07.2018,0,0.93,12.5,7.29,1.88,0.015,115.2,0.757,48.12
3,14.08.2018,0.159,0.89,13.2,5.7,2.07,0.017,128.4,0.725,50.28
3,24.09.2018,0.144,1.47,0,8.6,1.62,0.014,102.4,0.188,54.58
3,08.10.2018,0.196,3.86,1.6,11.74,0.06,0.016,81.24,0.427,48.84
3,06.11.2018,0.304,3.97,0,12,1.1,0.021,88.96,0.324,49.56
3,12.12.2018,0.303,3.4,7.6,10.6,3.39,0.011,91.52,0.962,56.02
3,28.01.2019,0.067,1.28,3.2,13.64,7.65,0.025,84.48,0.472,56.02
3,12.02.2019,0.153,3.1,2.8,13.91,6.15,0.022,86.7,0.532,57.46
3,12.03.2019,0,6.74,12.4,16.32,3.84,0.02,99.2,0.021,57.46
3,02.04.2019,0.253,4.41,7.2,14.48,1.41,0.075,80.64,0.05,53.15
3,23.05.2019,0.207,1.6,10.4,6.95,1.13,0.074,67.84,0.435,45.91
3,10.06.2019,0.116,2.04,3.2,8.33,4.82,0.063,37.12,0.594,36.45
3,04.07.2019,0.003,1.53,1.2,7.35,8.84,0.156,55.04,0.74,44.56
3,06.08.2019,0.076,1.02,0.8,9.09,2.21,0.017,67.84,0.658,50.05
3,04.09.2019,0.163,1.23,1.6,8.19,3.62,0.026,78.08,0.742,48.66
3,21.10.2019,0.038,1.87,0.8,9.67,1.27,0.014,52.48,0.67,48.66
3,18.11.2019,0.085,1.23,1.6,11.17,3.99,0.026,76.16,0.494,50.05
3,04.12.2019,0.111,1.09,0,14.6,7.68,0.027,80.64,0.449,52.83
3,15.01.2020,0.012,2.41,0.8,15.51,7.51,0.021,101.8,0.633,59.78
3,11.02.2020,0.01,5.01,0,14.31,6.94,0.034,133.12,0.284,59.78
3,11.03.2020,0,1.9,0.4,11.68,3.78,0.007,96,0.116,58.39
3,07.04.2020,0.055,3.3,2.3,13.76,0.23,0.013,89.6,0.026,53.52
3,13.05.2020,0,1.56,4,9.75,0.91,0.036,125.44,0.102,50.74
3,09.06.2020,0,1.45,2.8,8.98,1.49,0.019,81.28,0.514,51.44
3,01.07.2020,0.066,1.91,4,7.23,3.2,0.115,79.47,0.513,50.71
3,11.08.2020,0.086,2.54,0,8.57,1.4,0.026,78.08,0.545,59.25
3,15.09.2020,0.166,1.18,0.4,9,1.65,0.019,0.003,0.382,59.96
3,06.10.2020,0.019,1.14,1.6,8.47,2.4,0.053,128,0.444,68.12
3,27.10.2020,0,1.6,0.6,10.8,1.54,0.027,83.6,0.408,65.13
3,03.12.2020,0.087,1.38,0.8,13.57,3.94,0.047,147.84,0.558,56.99
3,12.01.2021,0.028,1.33,1.6,13.97,3.23,0.04,67.84,0.318,57.85
3,10.02.2021,0.007,2.53,0,14.97,6.17,0.3,112,0.44,59.26
4,12.01.2000,0.07,2.22,0,17.2,6.36,0.043,49.3,0.32,37
4,17.04.2000,0.077,2.72,0,14.84,9.2,0.034,57.6,0.066,35.8
4,27.08.2000,0.47,1.42,4.8,13.02,1.74,0.031,40.3,0.6,41.3
4,04.09.2000,0.087,1.6,2,15.6,2.63,0.019,45.2,0.55,40
4,07.09.2000,0.05,1.5,4,8.73,2.6,0.21,43,0.52,42
4,11.09.2000,0.038,0.82,5,8.84,2.1,0.02,40,0.55,40.4
4,14.09.2000,0.077,0.44,4,8.34,4.46,0.63,35.2,0.76,41.4
4,18.09.2000,0.127,0.8,2,8.6,4,0.059,38,0.75,35
4,28.09.2000,0.106,0.14,0,8.75,5.07,0.055,24,0.49,36.2
4,09.10.2000,0.11,0.3,1.8,10,5.01,0.051,28,0.51,35
4,01.11.2000,0.071,1,10.8,13.34,3.5,0.03,41,0.46,39
4,05.12.2000,0,0.98,0,12.8,5.96,0.053,46.7,0.3,37.6
4,10.01.2001,0.02,0.5,0,12.97,6.97,0.038,44.2,0.335,40.4
4,06.02.2001,0.097,3.56,6,18,9.3,0.014,46,0.23,40.4
4,11.03.2001,0,3.45,24.4,14.67,4.74,0.036,48,0.01,39
4,03.04.2001,0,2.34,24,15.8,11.4,0.031,46.7,0.016,37.6
4,03.05.2001,0,2,6.4,13.7,3.4,0.016,48.6,0.078,32
4,11.06.2001,0.16,0.72,7.2,17.6,3.37,0.029,36,0.121,33.4
4,09.07.2001,0,1.03,4,7.07,1,0.006,28.8,0.474,33.4
4,08.10.2001,0.057,1,0,9.89,4.02,0.019,21.8,0.425,34.8
4,09.01.2002,0.433,2.26,64,17.9,7.9,0,59.5,0.261,39
4,09.04.2002,0.134,3.6,20.4,15.62,4.1,0.016,51.8,0.008,36.2
4,10.07.2002,0.061,3.68,21.2,9.4,2.11,0.013,31.4,0.338,34.8
4,01.10.2002,0.1,1.02,8.5,11.36,2.6,0.015,49.3,0.36,36.2
4,13.01.2003,0.196,3,12.4,14.94,5.4,0.023,83.2,0.283,40.4
4,14.04.2003,0.156,2.57,12,20.39,6.25,0.052,40.9,0.224,18.78
4,02.07.2003,0.04,2.8,28.6,11.4,1.98,0.028,78.2,0.408,33.4
4,10.10.2003,0.047,0.34,2.8,10.04,2.89,0.023,36.48,0.321,29
4,13.01.2004,0.036,1.3,8.4,15.46,7.44,0.046,49.44,0.3,38.73
4,06.04.2004,0,4.66,20.8,14.08,5.36,0.05,56.8,0.006,37.29
4,07.07.2004,0,2.18,8.4,11.52,0.18,0.043,61,0.13,42.48
4,19.10.2004,0,2.08,0,10.16,5.64,0.064,45.3,0.72,32.6
4,13.01.2005,0,1.47,1.25,14,5.67,0.043,42.72,0.32,35.5
4,07.04.2005,0.08,2.97,8,13.51,6.04,0.029,36.48,0.013,26.01
4,12.05.2005,0.086,1.2,0.8,9.14,4.86,0.12,110.88,0.14,32.29
4,08.06.2005,0.041,1.48,4.4,6.04,4.87,0.14,114.24,0.53,36.5
4,19.09.2005,0.062,2.8,0,8.46,2.7,0.037,28.8,0.77,29.48
4,12.12.2005,0.022,1.23,10.2,13.9,7.24,0.038,40.94,0.43,39.41
4,15.03.2006,0,1.19,42,12.38,13.41,0.054,56.96,0.35,36.5
4,07.06.2006,0.01,2.05,38.4,8.33,3.74,0.047,54.24,0.3,26.9
4,28.08.2006,0.02,1.49,21.4,8.23,2.68,0.048,46.4,0.4,38.42
4,12.10.2006,0.043,1.21,0,9.79,5.63,0.002,68.64,0.5,31.2
4,22.02.2007,0,1.27,0,12.8,7.97,0.023,47.52,0.11,41.4
4,12.04.2007,0.12,1.69,10,14.28,6.47,0.033,57.6,0.014,35.45
4,23.07.2007,0.19,1.2,2,10.57,1.46,0.016,52.13,0.22,42.1
4,04.10.2007,0.021,1.26,0,10.36,3.91,0.014,56.2,0.208,35.3
4,01.02.2008,0,2.06,1.6,13.37,6.4,0.03,61.4,0.29,38.03
4,10.04.2008,0.094,3.64,11.2,11.93,5.9,0.066,42.24,0.014,33.1
4,16.07.2008,0.073,1.15,19.3,8.27,2.41,0.026,53.3,0.31,42.5
4,02.10.2008,0.01,5.1,4,11.48,3.54,0.04,30.72,0.737,31.9
4,03.02.2009,0.005,0.69,5.2,13.59,6.02,0.042,40.96,0.268,32.6
4,07.04.2009,0,3.1,11.2,13.9,5.33,0.019,46.7,0.044,28
4,07.07.2009,0.239,1.49,34.8,8.33,0.62,0.019,34.5,0.409,32.2
4,01.10.2009,0.034,1.92,1.6,10.74,3.55,0.027,40.96,0.389,38.3
4,10.02.2010,0.005,1.3,1.4,12.86,5.68,0.036,38.4,0.24,39.9
4,07.04.2010,0.19,4.16,28,14.83,6.78,0.04,53.12,0.014,34.9
4,07.07.2010,0.091,1.25,16,6.95,4.3,0.035,44.8,0.54,31.2
4,05.10.2010,0,1.55,0,10.14,3.34,0.012,30.7,0.33,43.25
4,09.02.2011,0.22,2.78,0,14,9.44,0.13,49.28,0.17,34.03
4,05.04.2011,0.161,4.43,16,13.83,6.87,0.036,37.12,0.008,32.61
4,02.08.2011,0.045,3.53,6,10.46,0.84,0.018,33.28,0.26,38.28
4,12.10.2011,0.047,2.1,0,8.61,2.69,0.055,31.36,0.278,38.28
4,09.02.2012,0.096,2.23,0,13.84,7.51,0.064,48.6,0.22,38.3
4,09.04.2012,0.013,2.3,32,12.6,3.26,0.057,34.6,0.017,39.7
4,16.07.2012,0,1.91,24.4,8.19,2.61,1.3,42.9,0.39,38.28
4,08.10.2012,0.049,4.57,4.8,11.34,0.61,0.019,42.24,0.13,39.7
4,07.02.2013,0.064,2.48,26.4,14.53,12.77,0.078,69.12,0.26,43.96
4,04.04.2013,0.08,3.49,0,12.19,7.91,0.06,51.2,0.1,38.3
4,04.07.2013,0,2.24,28.8,8.6,0.21,0.038,43.52,0.35,31.2
4,02.10.2013,0.083,2.55,4.4,11.28,3.12,0.023,30.72,0.38,34.03
4,11.02.2014,0,1.72,2.8,14.05,7.03,0.03,40.96,0.24,34.03
4,13.05.2014,0.058,3.25,0,10.32,1.4,0.044,38.4,0.022,31.9
4,01.08.2014,0,2.94,21.6,12.3,1.43,0.021,28.2,0.43,33.32
4,04.11.2014,0.24,5.61,16.8,16.94,0.17,0.015,28.16,0.036,40.41
4,03.02.2015,0.06,1.78,2,13.77,0.6,0.05,40.96,0.12,43.96
4,15.04.2015,0,2.31,23,12.33,0.42,0.045,46.85,0.018,39.7
4,15.07.2015,0.15,3.41,0,12.58,1.14,0.007,35.84,0.17,39.7
4,04.11.2015,0,8.7,15.6,16.57,0,0.032,50.56,0.075,47.5
4,14.01.2016,0.009,1.96,0,14.33,0.58,0.049,62.72,0.524,52.31
4,20.04.2016,0.17,3.92,22,11.39,2.88,0.025,64.48,0.038,44.06
4,13.07.2016,0.043,3.86,14,8.96,0.32,0.02,64,0.388,40.71
4,13.10.2016,0.17,0.66,9,9.79,0.74,0.038,44.8,0.36,42.82
4,23.01.2017,0.047,1.23,2,13.64,0.73,0.026,55.04,0.384,50.54
4,05.04.2017,0,6.37,16.4,14.44,0.64,0.011,61.44,0.007,43.96
4,04.07.2017,0.13,2.51,4.4,6.36,0.81,0.009,63.36,0.49,44.92
4,25.07.2017,0,2.34,12.4,10.2,0.37,0.02,54.4,0.32,47.73
4,18.10.2017,0.05,4.45,1.6,10.21,0.86,0.024,54.4,0.437,45.57
4,10.01.2018,0.026,1.75,0.4,13.2,5.16,0.025,70.4,0.342,43.52
4,10.04.2018,0.104,5.75,12.8,15.56,0.74,0.033,79.36,0.008,45.83
4,17.07.2018,0,2.22,12,8.93,0.5,0.022,39.68,0.508,31.91
4,08.10.2018,0.323,5.47,3.6,13.31,0.17,0.013,64.64,0.205,43.81
5,28.01.2019,0.174,1.34,1.6,13.51,6.17,0.041,46.72,0.442,54.58
5,12.02.2019,0.164,2.67,1.9,14.23,5.31,0.044,50.56,0.457,50.28
5,12.03.2019,0.033,8.62,1.6,16.41,8.17,0.04,54.4,0.022,47.4
5,02.04.2019,0.466,3.41,15.2,16.24,0,0.093,47.36,0.021,44.53
5,23.05.2019,0.137,2.76,19.6,7.57,0.67,0.082,35.84,0.324,41.86
5,10.06.2019,0.367,2.19,104,7.13,4.92,0.064,29.44,0.637,35.78
5,04.07.2019,0,4.45,14.8,16.06,1.74,0.125,42.88,0.324,41.86
5,06.08.2019,0,2.91,12,11.68,0.42,0.011,41.6,0.227,41.71
5,04.09.2019,1.55,1.38,26.4,8.61,2.28,0.013,44.16,0.336,41.71
5,21.10.2019,0,2.3,29.2,9.13,1.36,0.031,48,0.38,43.1
5,18.11.2019,0.092,1.34,3.6,10.4,3.22,0.038,55.04,0.537,45.88
5,04.12.2019,0.16,1.11,0.8,13.86,6.53,0.04,67.84,0.55,45.88
5,15.01.2020,0.009,3.71,0.8,15.31,6.73,0.032,54.4,0.395,47.27
5,11.02.2020,0.021,2.69,0.4,13.71,5.8,0.032,69.76,0.224,49.35
5,11.03.2020,0.009,2.07,5.6,11.74,3.39,0.017,69.76,0.134,48.66
5,07.04.2020,0.031,2.15,4.9,13.75,0.27,0.017,49.92,0.032,44.49
5,13.05.2020,0,2.98,11.6,9.91,0.48,0.043,53.12,0.41,48.65
5,09.06.2020,0,1.63,23.2,9.8,0.43,0.019,48,0.214,44.49
5,01.07.2020,0,2.29,29.2,8.46,1.14,0.064,46.5,0.343,36.68
5,11.08.2020,0.265,2.48,10.8,8.69,0.44,0.027,40.96,0.269,58.55
5,15.09.2020,0.07,3.55,7.2,10.47,0,0.023,56.96,0.154,50.79
5,06.10.2020,0,1.35,5.2,8.76,0.85,0.026,52.48,0.284,51.44
5,27.10.2020,0,0.49,0,9.96,1.71,0.049,128,0.486,50.79
5,03.12.2020,0.059,1.73,6,13.52,3.32,0.053,101.12,0.472,50.05
5,12.01.2021,0.018,3.54,2.8,13.7,4.64,0.041,48.64,0.32,49.38
5,10.02.2021,0.003,2.74,0,15.46,8.03,0.046,49.28,0.284,46.56
6,07.02.2000,0.25,2.91,5.4,10.8,0.5,0.05,62.4,,37.4
6,22.05.2000,0.2,2.73,6.4,9.58,0.62,0.04,50.2,,38
6,04.08.2000,0.32,2.81,5.8,9.18,1.1,0.08,57.6,,42
6,13.11.2000,0.28,2.54,5.6,9.31,0.84,0.06,53.6,,40.2
6,15.02.2001,0.18,2.66,4,9.31,0.54,0.04,57.6,,34.29
6,27.04.2001,0.4,2.22,4.8,10.52,0.24,0.08,48.6,,35.4
6,06.08.2001,0.34,2.3,5.2,8.12,0.62,0.06,49.6,,33.3
6,01.11.2001,0.36,2.34,5,10.59,0.54,0.1,44.6,,38.2
6,04.02.2002,0.2,2.26,14.6,10.11,9.12,0.2,34.89,,34.53
6,10.04.2002,0.4,2.26,5.6,10.24,0.35,0.01,27.62,,31.07
6,16.07.2002,0.35,4.5,7.2,7.98,0.36,0.06,56.11,,31.4
6,07.11.2002,0.28,4.8,4.8,9.45,3.71,0.02,60.12,,37.28
6,08.03.2003,0.16,2.65,4.6,7.97,1.6,0.03,25.44,0.5,27.51
6,17.03.2003,1.24,3.15,8,9.31,6.44,0.16,35.4,0.83,27.1
6,04.04.2003,1.62,2.26,14.3,10.24,10.99,,22.53,0.51,22.35
6,25.02.2004,0.19,2.99,11.2,14.16,5.76,0.06,33.44,0.07,36.51
6,15.04.2004,0.47,4.03,23.2,7.65,4.9,0.058,45.55,0.69,36.51
6,18.08.2004,0.47,1.27,7.8,9.24,1.8,0.04,30.53,0.94,34.69
6,04.11.2004,0.47,1.7,8.3,10.02,3.28,0.05,62.99,0.69,37.45
6,22.02.2005,0.36,2.11,6.6,9.8,6.8,0.06,48.76,0.44,29.21
6,15.04.2005,0.2,15,6.5,12.79,12.21,0.04,44.95,0.39,36.38
6,23.05.2005,0.15,2.33,7.5,11.04,0.51,0.03,69.85,0.36,38.75
6,09.06.2005,0.15,2.21,6,10.53,2.53,0.04,32.85,0.4,23.72
6,26.07.2005,0.28,2.44,10,8.24,1.68,0.05,35.96,0.32,29.21
6,09.08.2005,0.22,2.77,10,8.6,0.59,0.04,24.21,0.58,35.58
6,16.09.2005,0.27,2.56,8.8,11.15,0.62,0.06,39,0.42,27.7
6,23.11.2005,0.16,2.12,4.8,10.02,1.47,0.04,28.36,0.62,33.91
6,07.02.2006,0.22,1.86,5.1,12.64,4.6,0.08,25.82,0.25,32.51
6,17.04.2006,0.34,2.2,7,13.12,7.2,0.06,30.4,0.31,28.3
6,17.08.2006,0.16,2.8,10.9,10.99,0.87,0.072,46.74,0.54,30.07
6,20.11.2006,0.28,2.54,6.5,12.48,3.8,0.05,38.18,0.48,31.84
6,22.02.2007,0.25,2.24,6.5,12.6,4,0.06,39.82,0.36,28.3
6,26.04.2007,0.15,3.93,8.9,14.23,4.64,0.03,29.6,0.05,33.61
6,01.08.2007,0.36,2.43,5,7.42,1.41,0.09,19.38,0.44,35.66
6,04.02.2008,0.54,1.6,5,10.62,5.69,0.04,50.08,0.05,34.88
6,17.04.2008,0.44,1.3,5.8,9.79,2.82,0.07,24.01,0.05,33.34
6,06.08.2008,0.26,3.66,0.68,0,6.96,0.67,29.33,0.1,56.11
6,18.11.2008,0.03,5.82,0.5,0,9.54,3.15,30.95,0.1,68.14
6,26.08.2010,0.41,2.95,29.9,7.47,0.66,0.04,20.25,0.63,27.51
6,13.12.2010,0.09,1.96,0.22,0,10.9,4.9,39.89,0,68.14
6,10.03.2011,0.45,1.83,12.5,12.01,5.2,0.05,56.95,0.02,35.07
6,03.08.2011,0.13,2.91,12.7,8.67,0.42,0.05,21.43,0.47,29.83
6,23.11.2011,0.07,2.75,0.21,10.29,10.29,4.67,33.69,0.07,58.12
6,02.03.2012,0.33,2.5,3,6.1,4.8,0.066,29.2,0.29,36.1
6,07.06.2012,0.24,2.4,5,7.7,4.2,0.05,23.7,0.15,37.5
6,05.09.2012,0.5,3.72,5,6.8,1.18,0.035,27.57,0.076,26.4
6,22.10.2012,0.25,2.2,6,7,2.5,0.24,27,0.15,26.9
6,19.03.2013,0.08,7.4,7,11.5,6,0.08,24.5,0.29,36.5
6,11.06.2013,0.13,1.65,8,6.5,2.4,0.1,37.8,0.3,20.7
6,06.08.2013,0.053,2.82,5,10.69,0.1,0.022,41.84,0.53,24.05
6,06.11.2013,0.17,2,3,6.81,2.6,0.071,36.5,0.19,22.2
6,17.03.2014,0.1,7.5,9,3.9,4.4,0.1,23.03,0.18,29.6
6,05.06.2014,0.11,4.9,8,8.72,2.4,0.11,37.71,0.32,26.4
6,05.09.2014,0.14,5.3,9,6.99,12.1,0.04,26.4,0.29,32.9
6,26.11.2014,0.17,4.7,6,9,0.87,0.07,35.83,0.15,20.4
6,24.03.2015,0.12,7.5,8,17.8,3.5,0.09,24.6,0.05,47.4
6,10.06.2015,0.11,7.2,8,5.8,2.48,0.1,23.7,0.34,27.2
6,21.09.2015,0.14,9,11,6.1,1.9,0.15,26.4,0.29,26.8
6,03.11.2015,0.22,5.6,5,11.3,0,0.029,34.3,0.15,48.3
6,22.03.2016,0.15,2.4,8,6.9,6.9,0.079,29.9,0.2,37.4
6,11.05.2016,0.36,7.6,8,12.1,0.47,0.01,30.2,0.2,32.8
6,14.09.2016,0.09,7,11,8.8,0.49,0.05,51.4,0.03,36.9
6,24.10.2016,0.08,1.6,10,9.1,2.85,0.08,58,0.08,35.1
6,21.03.2017,0.15,3,8,10.5,6.7,0.12,30,0.04,44.6
6,17.05.2017,0.09,4.7,8,6.7,2.5,0.11,35.5,0.35,33.2
6,07.09.2017,0.23,3.5,12,10.3,0.24,0.005,54.8,0.81,47.9
6,23.10.2017,0.08,6.42,9,7.2,2.1,0.047,41.7,0.42,49.6
6,13.03.2018,0.24,3.5,13,8.9,6.73,0.012,46.4,0.39,42.5
6,06.06.2018,0.062,6.2,9,4.2,0,0.018,38.8,1.42,41.2
6,17.09.2018,0.45,7,4,8.6,0,0.18,36.3,0.18,48
6,17.10.2018,0.36,4.1,19,5.6,1.2,0.06,22,0.24,45.9
7,02.02.2000,2.2,2.6,11,11.3,9.1,0.09,26.9,0.25,35.8
7,05.04.2000,0.27,3.3,15,10.6,4.9,0.15,27.8,0.06,30.4
7,05.07.2000,0.07,2.4,5,7.7,1.3,0.12,25.3,0.61,27.6
7,03.10.2000,0.34,3.2,12,9.7,2.9,0.11,24.3,0.34,21
7,12.03.2001,0.34,6,16,12.4,5.3,0.1,27.9,0.03,33
7,11.04.2001,1.02,4.8,13.5,13,3.7,0.04,31.5,0.04,27.7
7,04.09.2001,0,1.7,14,7.7,4,0.15,19.1,0.64,26.3
7,16.10.2001,0,3,10,9,3.7,0.02,30.6,0.33,21.1
7,14.03.2002,0.27,5.1,18,9.6,6.8,0.14,35.8,0.09,26.3
7,10.04.2002,0,7.1,9,12.4,3.5,0.02,36.1,0.04,25
7,12.09.2002,0.13,4.1,12,7.6,1.3,0.08,15.7,0.8,36
7,02.10.2002,0.3,1.6,12,8.5,3,0.07,26.1,0.28,29.8
7,26.03.2003,1.1,3.1,27,15.5,5.4,0.13,227,0.44,18
7,14.05.2003,0.04,6.5,14,2.5,2.2,0.17,19.7,0.04,16.2
7,04.07.2003,0.3,5.4,13,7.7,0.8,0.03,9,0.33,22.9
7,01.10.2003,0.16,1.9,7,9.6,1.4,0.03,17.8,0.29,291
7,11.03.2004,0.4,2.4,9,10.6,8.8,0.06,51.7,0.15,33.9
7,12.05.2004,0.3,2.7,10,7.5,2.7,0.12,46.1,0.14,32.1
7,12.07.2004,0.36,3.5,14,6.2,1.32,0.17,18.8,0.96,28.5
7,13.10.2004,0.14,5.1,8,12.1,3.34,0.05,22.4,0.63,30
7,06.04.2005,0.14,7.7,14,9.9,6.6,0.06,37.2,0.11,28.8
7,13.05.2005,2.7,7.7,7,8.7,2.6,0.12,37.7,0.16,24.3
7,28.09.2005,0.48,4.7,7.5,7.7,1.6,0.13,21.4,0.18,26.9
7,25.10.2005,0.36,4.7,8,9.6,1.7,0.11,26,0.22,25.2
7,21.03.2006,0.31,2.3,11,12.6,1.02,0.19,38.1,0.31,28.9
7,12.04.2006,0.38,5.4,12,10.6,5.2,0.16,32.7,0.33,32.4
7,21.09.2006,0.25,4.8,12,6.6,2.9,0.001,20.6,0.29,22.8
7,24.10.2006,0.39,3.7,8,8.7,3.5,0.03,25.9,0.16,29.8
7,14.03.2007,0.17,6.2,11,15.3,3.7,0.08,28.4,0.09,29.2
7,18.04.2007,0.31,3.4,5,6.4,4.7,0.15,32.3,0.13,24.5
7,15.08.2007,0.65,4.8,7,4.5,2.3,0.024,22.6,0.2,26.8
7,10.10.2007,0.11,1,6,8.3,2.4,0.03,21.1,0.78,29.6
7,13.03.2008,0.5,5.52,12,10.72,2.6,0.016,30.6,0.05,33.4
7,05.06.2008,0.33,4.88,4,3.5,2.19,0.11,24.7,0.52,26.3
7,04.09.2008,0.18,11,5.2,5.3,1.85,0.17,34.9,1.85,25.6
7,07.10.2008,0.19,4.6,6,6.9,3.35,0.02,31,0.63,26.5
7,12.03.2010,0.166,4.03,5,8.4,9.63,0.038,49.5,0.055,36.5
7,13.04.2010,0.21,3.78,9,8.3,5.84,0.026,32.5,0,28.7
7,08.07.2010,0.31,1.8,5,6.7,2.42,0.027,25.7,0.57,23.4
7,13.10.2010,0.41,3.3,5,8.6,3.45,0.034,33,0.45,28.1
7,14.04.2011,0.023,5.7,6,10.4,5.2,0.068,69.2,0.06,29.1
